Date;Year;Month;Season;SeasonYear;Area;Pollutant;Arithmetic_mean;Population_weighted_mean
2019-09-12;2019;9;Autumn;2019;Agricultural;NO2;23.14761904761905;23.115383591501253
2019-09-13;2019;9;Autumn;2019;Agricultural;NO2;23.304761904761904;23.30264545862935
2019-09-14;2019;9;Autumn;2019;Agricultural;NO2;20.03809523809524;19.8369815150658
2019-09-15;2019;9;Autumn;2019;Agricultural;NO2;19.923809523809524;19.88737167861837
2019-09-16;2019;9;Autumn;2019;Agricultural;NO2;21.914285714285715;22.34568490757533
2019-09-17;2019;9;Autumn;2019;Agricultural;NO2;19.742857142857144;19.96359749097383
2019-09-18;2019;9;Autumn;2019;Agricultural;NO2;16.561904761904763;16.925296574214265
2019-09-19;2019;9;Autumn;2019;Agricultural;NO2;11.77142857142857;12.336505665274611
2019-09-20;2019;9;Autumn;2019;Agricultural;NO2;12.966666666666669;13.347776317321932
2019-09-21;2019;9;Autumn;2019;Agricultural;NO2;18.43333333333333;18.53087699449279
2019-09-22;2019;9;Autumn;2019;Agricultural;NO2;17.928571428571427;17.594476149277074
2019-09-23;2019;9;Autumn;2019;Agricultural;NO2;13.8;14.334202951599751
2019-09-24;2019;9;Autumn;2019;Agricultural;NO2;18.83333333333333;18.78373126133471
2019-09-25;2019;9;Autumn;2019;Agricultural;NO2;21.633333333333333;21.84359017020781
2019-09-26;2019;9;Autumn;2019;Agricultural;NO2;20.18095238095238;20.3907758348169
2019-09-27;2019;9;Autumn;2019;Agricultural;NO2;22.61904761904762;22.854143719947427
2019-09-28;2019;9;Autumn;2019;Agricultural;NO2;18.561904761904763;18.600094837196146
2019-09-29;2019;9;Autumn;2019;Agricultural;NO2;18.87619047619048;18.49844100960019
2019-09-30;2019;9;Autumn;2019;Agricultural;NO2;21.34285714285714;21.67801274478812
2019-10-01;2019;10;Autumn;2019;Agricultural;NO2;23.804761904761904;23.45180107482156
2019-10-02;2019;10;Autumn;2019;Agricultural;NO2;19.223809523809525;19.713232284578144
2019-10-03;2019;10;Autumn;2019;Agricultural;NO2;17.31904761904762;17.592329833785335
2019-10-04;2019;10;Autumn;2019;Agricultural;NO2;28.05714285714286;27.651301931683943
2019-10-05;2019;10;Autumn;2019;Agricultural;NO2;30.985714285714288;30.51849158943813
2019-10-06;2019;10;Autumn;2019;Agricultural;NO2;18.152380952380952;17.71411077650034
2019-10-07;2019;10;Autumn;2019;Agricultural;NO2;11.404761904761903;11.925261634194632
2019-10-08;2019;10;Autumn;2019;Agricultural;NO2;20.94761904761905;21.222532985042346
2019-10-09;2019;10;Autumn;2019;Agricultural;NO2;25.757142857142856;25.71876445435336
2019-10-10;2019;10;Autumn;2019;Agricultural;NO2;25.37142857142857;25.68238024724224
2019-10-11;2019;10;Autumn;2019;Agricultural;NO2;26.433333333333334;26.203632098231367
2019-10-12;2019;10;Autumn;2019;Agricultural;NO2;25.195238095238096;25.03712793038617
2019-10-13;2019;10;Autumn;2019;Agricultural;NO2;25.571428571428573;25.24423073723441
2019-10-14;2019;10;Autumn;2019;Agricultural;NO2;30.133333333333333;29.43628770610452
2019-10-15;2019;10;Autumn;2019;Agricultural;NO2;15.342857142857142;15.176783188859126
2019-10-16;2019;10;Autumn;2019;Agricultural;NO2;18.52380952380953;18.88845315541653
2019-10-17;2019;10;Autumn;2019;Agricultural;NO2;31.11904761904762;31.032351130559206
2019-10-18;2019;10;Autumn;2019;Agricultural;NO2;18.59047619047619;19.066572384074007
2019-10-19;2019;10;Autumn;2019;Agricultural;NO2;17.795238095238094;17.703597158211736
2019-10-20;2019;10;Autumn;2019;Agricultural;NO2;8.361904761904762;8.520714440210972
2019-10-21;2019;10;Autumn;2019;Agricultural;NO2;11.461904761904762;11.818273630268038
2019-10-22;2019;10;Autumn;2019;Agricultural;NO2;16.347619047619048;16.926927108463804
2019-10-23;2019;10;Autumn;2019;Agricultural;NO2;22.652380952380952;23.242728316390195
2019-10-24;2019;10;Autumn;2019;Agricultural;NO2;20.81428571428572;21.07595294744023
2019-10-25;2019;10;Autumn;2019;Agricultural;NO2;21.652380952380952;21.917082341979604
2019-10-26;2019;10;Autumn;2019;Agricultural;NO2;23.30952380952381;23.42903682012545
2019-10-27;2019;10;Autumn;2019;Agricultural;NO2;21.780952380952375;22.181614894431227
2019-10-28;2019;10;Autumn;2019;Agricultural;NO2;26.761904761904763;27.58806881520057
2019-10-29;2019;10;Autumn;2019;Agricultural;NO2;22.071428571428573;22.72932299552435
2019-10-30;2019;10;Autumn;2019;Agricultural;NO2;15.166666666666666;15.88167479160774
2019-10-31;2019;10;Autumn;2019;Agricultural;NO2;18.58095238095238;18.963198176463735
2019-11-01;2019;11;Autumn;2019;Agricultural;NO2;17.476190476190474;18.86785850955859
2019-11-02;2019;11;Autumn;2019;Agricultural;NO2;14.995238095238092;16.59794353027303
2019-11-03;2019;11;Autumn;2019;Agricultural;NO2;12.352380952380951;13.136821789261768
2019-11-04;2019;11;Autumn;2019;Agricultural;NO2;25.342857142857145;25.901128063491008
2019-11-05;2019;11;Autumn;2019;Agricultural;NO2;26.014285714285712;27.09513002678735
2019-11-06;2019;11;Autumn;2019;Agricultural;NO2;27.18095238095238;28.40292664259688
2019-11-07;2019;11;Autumn;2019;Agricultural;NO2;33.03333333333334;33.30818594745686
2019-11-08;2019;11;Autumn;2019;Agricultural;NO2;16.047619047619047;16.491386453255245
2019-11-09;2019;11;Autumn;2019;Agricultural;NO2;19.81428571428572;20.62880388666123
2019-11-10;2019;11;Autumn;2019;Agricultural;NO2;24.66190476190476;25.004284311931183
2019-11-11;2019;11;Autumn;2019;Agricultural;NO2;31.214285714285715;31.53918939154452
2019-11-12;2019;11;Autumn;2019;Agricultural;NO2;28.48095238095238;28.89378733174717
2019-11-13;2019;11;Autumn;2019;Agricultural;NO2;35.05714285714286;34.16823453072226
2019-11-14;2019;11;Autumn;2019;Agricultural;NO2;30.552380952380958;30.550070711944493
2019-11-15;2019;11;Autumn;2019;Agricultural;NO2;21.585714285714285;21.73157413107499
2019-11-16;2019;11;Autumn;2019;Agricultural;NO2;27.57619047619048;28.51908057834052
2019-11-17;2019;11;Autumn;2019;Agricultural;NO2;14.904761904761903;15.612879556760896
2019-11-18;2019;11;Autumn;2019;Agricultural;NO2;36.81904761904762;36.00961016920952
2019-11-19;2019;11;Autumn;2019;Agricultural;NO2;27.185714285714283;27.11075653461558
2019-11-20;2019;11;Autumn;2019;Agricultural;NO2;28.123809523809523;28.334239555429846
2019-11-21;2019;11;Autumn;2019;Agricultural;NO2;33.50952380952381;34.07524749180573
2019-11-22;2019;11;Autumn;2019;Agricultural;NO2;31.200000000000003;31.212072608688416
2019-11-23;2019;11;Autumn;2019;Agricultural;NO2;6.990476190476191;7.093091858975425
2019-11-24;2019;11;Autumn;2019;Agricultural;NO2;7.704761904761905;7.929105036354258
2019-11-25;2019;11;Autumn;2019;Agricultural;NO2;23.57619047619048;24.19193717451708
2019-11-26;2019;11;Autumn;2019;Agricultural;NO2;36.69047619047619;38.094976956225146
2019-11-27;2019;11;Autumn;2019;Agricultural;NO2;39.58095238095238;39.61795750628089
2019-11-28;2019;11;Autumn;2019;Agricultural;NO2;38.84761904761905;38.69320000665524
2019-11-29;2019;11;Autumn;2019;Agricultural;NO2;42.03809523809524;41.72238490591152
2019-11-30;2019;11;Autumn;2019;Agricultural;NO2;46.08571428571428;45.63260569355939
2019-12-01;2019;12;Winter;2020;Agricultural;NO2;25.685714285714283;27.102439146132472
2019-12-02;2019;12;Winter;2020;Agricultural;NO2;28.133333333333333;28.39619153786001
2019-12-03;2019;12;Winter;2020;Agricultural;NO2;28.20952380952381;28.832030015140678
2019-12-04;2019;12;Winter;2020;Agricultural;NO2;37.8;38.76778031046703
2019-12-05;2019;12;Winter;2020;Agricultural;NO2;57.88571428571428;58.13862369598855
2019-12-06;2019;12;Winter;2020;Agricultural;NO2;54.2;53.884739530472686
2019-12-07;2019;12;Winter;2020;Agricultural;NO2;55.96666666666666;56.020295159975376
2019-12-08;2019;12;Winter;2020;Agricultural;NO2;56.7952380952381;56.18487762674077
2019-12-09;2019;12;Winter;2020;Agricultural;NO2;52.84285714285714;53.37940202652114
2019-12-10;2019;12;Winter;2020;Agricultural;NO2;51.5047619047619;51.31574131074988
2019-12-11;2019;12;Winter;2020;Agricultural;NO2;45.74285714285715;46.642402209540286
2019-12-12;2019;12;Winter;2020;Agricultural;NO2;38.60952380952381;39.199420993960366
2019-12-13;2019;12;Winter;2020;Agricultural;NO2;48.31904761904762;47.972557110294
2019-12-14;2019;12;Winter;2020;Agricultural;NO2;48.34285714285714;48.244322246809645
2019-12-15;2019;12;Winter;2020;Agricultural;NO2;47.96190476190476;47.71062342977888
2019-12-16;2019;12;Winter;2020;Agricultural;NO2;44.67619047619047;44.89219672894864
2019-12-17;2019;12;Winter;2020;Agricultural;NO2;52.24761904761905;52.09275909688368
2019-12-18;2019;12;Winter;2020;Agricultural;NO2;44.595238095238095;44.71048699732126
2019-12-19;2019;12;Winter;2020;Agricultural;NO2;48.76190476190476;48.69133487513102
2019-12-20;2019;12;Winter;2020;Agricultural;NO2;31.80952380952381;31.582074106117837
2019-12-21;2019;12;Winter;2020;Agricultural;NO2;23.01904761904762;23.08221386619636
2019-12-22;2019;12;Winter;2020;Agricultural;NO2;15.109523809523813;15.23631432707186
2019-12-23;2019;12;Winter;2020;Agricultural;NO2;16.414285714285715;16.807375671763474
2019-12-24;2019;12;Winter;2020;Agricultural;NO2;39.66666666666666;38.49955742641798
2019-12-25;2019;12;Winter;2020;Agricultural;NO2;53.76190476190476;53.23083872685224
2019-12-26;2019;12;Winter;2020;Agricultural;NO2;42.24285714285715;42.91764803753557
2019-12-27;2019;12;Winter;2020;Agricultural;NO2;47.05238095238095;46.60406968038201
2019-12-28;2019;12;Winter;2020;Agricultural;NO2;51.37619047619048;51.09008535347653
2019-12-29;2019;12;Winter;2020;Agricultural;NO2;36.15238095238095;36.912894531055024
2019-12-30;2019;12;Winter;2020;Agricultural;NO2;24.97142857142857;25.202422508027883
2019-12-31;2019;12;Winter;2020;Agricultural;NO2;40.26190476190476;40.92654609586876
2023-01-01;2023;1;Winter;2023;Agricultural;NO2;18.29523809523809;17.87447479696624
2023-01-02;2023;1;Winter;2023;Agricultural;NO2;16.3;16.171605476877644
2023-01-03;2023;1;Winter;2023;Agricultural;NO2;15.66190476190476;15.669863749244914
2023-01-04;2023;1;Winter;2023;Agricultural;NO2;18.357142857142858;17.979251963219006
2023-01-05;2023;1;Winter;2023;Agricultural;NO2;16.133333333333333;16.260780924894288
2023-01-06;2023;1;Winter;2023;Agricultural;NO2;16.34285714285714;16.25344989596617
2023-01-07;2023;1;Winter;2023;Agricultural;NO2;16.03333333333333;16.336351432982077
2023-01-08;2023;1;Winter;2023;Agricultural;NO2;15.552380952380954;15.687369957715283
2023-01-09;2023;1;Winter;2023;Agricultural;NO2;19.06666666666667;18.70387274313712
2023-01-10;2023;1;Winter;2023;Agricultural;NO2;22.123809523809523;21.870778240150344
2023-01-11;2023;1;Winter;2023;Agricultural;NO2;37.56666666666666;38.01936707161555
2023-01-12;2023;1;Winter;2023;Agricultural;NO2;39.07619047619048;39.49032988791194
2023-01-13;2023;1;Winter;2023;Agricultural;NO2;39.00476190476191;39.078349218068325
2023-01-14;2023;1;Winter;2023;Agricultural;NO2;35.60476190476191;35.900681253775424
2023-01-15;2023;1;Winter;2023;Agricultural;NO2;27.995238095238093;28.52795154037184
2023-01-16;2023;1;Winter;2023;Agricultural;NO2;26.223809523809525;26.26130780589301
2023-01-17;2023;1;Winter;2023;Agricultural;NO2;22.73333333333333;22.49169910732264
2023-01-18;2023;1;Winter;2023;Agricultural;NO2;26.26666666666667;26.800223169340224
2023-01-19;2023;1;Winter;2023;Agricultural;NO2;26.61904761904762;26.865727565608427
2023-01-20;2023;1;Winter;2023;Agricultural;NO2;28.466666666666665;29.04810222162561
2023-01-21;2023;1;Winter;2023;Agricultural;NO2;31.85238095238095;32.017106852808915
2023-01-22;2023;1;Winter;2023;Agricultural;NO2;26.46190476190477;26.94858044164038
2023-01-23;2023;1;Winter;2023;Agricultural;NO2;32.94285714285714;33.116747768306595
2023-01-24;2023;1;Winter;2023;Agricultural;NO2;22.3;22.24104302302168
2023-01-25;2023;1;Winter;2023;Agricultural;NO2;28.24761904761905;28.36109302637761
2023-01-26;2023;1;Winter;2023;Agricultural;NO2;24.995238095238093;25.28529095912477
2023-01-27;2023;1;Winter;2023;Agricultural;NO2;27.03333333333333;27.088135109738907
2023-01-28;2023;1;Winter;2023;Agricultural;NO2;30.44761904761905;30.1522568628767
2023-01-29;2023;1;Winter;2023;Agricultural;NO2;28.714285714285715;28.573075374186185
2023-01-30;2023;1;Winter;2023;Agricultural;NO2;34.9;34.90860628230082
2023-01-31;2023;1;Winter;2023;Agricultural;NO2;38.2047619047619;38.44754010336264
2023-02-01;2023;2;Winter;2023;Agricultural;NO2;35.46190476190476;35.66338177058863
2023-02-02;2023;2;Winter;2023;Agricultural;NO2;20.97142857142857;21.18448553594201
2023-02-03;2023;2;Winter;2023;Agricultural;NO2;30.861904761904764;31.376516880327536
2023-02-04;2023;2;Winter;2023;Agricultural;NO2;20.742857142857144;20.701676286999128
2023-02-05;2023;2;Winter;2023;Agricultural;NO2;7.433333333333333;7.461034297603866
2023-02-06;2023;2;Winter;2023;Agricultural;NO2;16.09047619047619;16.119863749244917
2023-02-07;2023;2;Winter;2023;Agricultural;NO2;23.33333333333333;23.07674676152762
2023-02-08;2023;2;Winter;2023;Agricultural;NO2;27.03333333333333;26.91229948318679
2023-02-09;2023;2;Winter;2023;Agricultural;NO2;16.676190476190477;16.7947009866434
2023-02-10;2023;2;Winter;2023;Agricultural;NO2;35.7;35.16012987448822
2023-02-11;2023;2;Winter;2023;Agricultural;NO2;38.18095238095238;38.24781361165179
2023-02-12;2023;2;Winter;2023;Agricultural;NO2;33.714285714285715;33.29113195516478
2023-02-13;2023;2;Winter;2023;Agricultural;NO2;33.41904761904762;33.600847372306866
2023-02-14;2023;2;Winter;2023;Agricultural;NO2;39.95238095238095;40.02764950667829
2023-02-15;2023;2;Winter;2023;Agricultural;NO2;45.40952380952381;44.912990804752
2023-02-16;2023;2;Winter;2023;Agricultural;NO2;42.57619047619048;42.470821867239415
2023-02-17;2023;2;Winter;2023;Agricultural;NO2;29.5;29.747431035639973
2023-02-18;2023;2;Winter;2023;Agricultural;NO2;22.557142857142857;22.43215819853681
2023-02-19;2023;2;Winter;2023;Agricultural;NO2;20.728571428571428;20.89512718974428
2023-02-20;2023;2;Winter;2023;Agricultural;NO2;22.79523809523809;22.456033962010878
2023-02-21;2023;2;Winter;2023;Agricultural;NO2;27.580952380952382;28.4774112356534
2023-02-22;2023;2;Winter;2023;Agricultural;NO2;26.57619047619048;27.07473320357071
2023-02-23;2023;2;Winter;2023;Agricultural;NO2;23.51428571428572;24.17734411705484
2023-02-24;2023;2;Winter;2023;Agricultural;NO2;25.795238095238098;25.43061950466474
2023-02-25;2023;2;Winter;2023;Agricultural;NO2;23.79047619047619;23.43433451909524
2023-02-26;2023;2;Winter;2023;Agricultural;NO2;12.69047619047619;12.19877844150614
2023-02-27;2023;2;Winter;2023;Agricultural;NO2;13.933333333333334;14.04589905362776
2023-02-28;2023;2;Winter;2023;Agricultural;NO2;18.071428571428573;17.77529196590375
2023-03-01;2023;3;Spring;2023;Agricultural;NO2;24.547619047619047;24.533116316531316
2023-03-02;2023;3;Spring;2023;Agricultural;NO2;22.5;22.895971206121217
2023-03-03;2023;3;Spring;2023;Agricultural;NO2;27.933333333333334;28.05677394456004
2023-03-04;2023;3;Spring;2023;Agricultural;NO2;24.795238095238098;24.495511443721057
2023-03-05;2023;3;Spring;2023;Agricultural;NO2;23.51428571428572;23.408711994093565
2023-03-06;2023;3;Spring;2023;Agricultural;NO2;24.995238095238093;24.893115309752336
2023-03-07;2023;3;Spring;2023;Agricultural;NO2;23.280952380952375;23.55923216323243
2023-03-08;2023;3;Spring;2023;Agricultural;NO2;26.133333333333333;26.294707698503256
2023-03-09;2023;3;Spring;2023;Agricultural;NO2;22.30952380952381;21.8640747701188
2023-03-10;2023;3;Spring;2023;Agricultural;NO2;16.0;16.08172192764615
2023-03-11;2023;3;Spring;2023;Agricultural;NO2;11.438095238095238;11.59962245788308
2023-03-12;2023;3;Spring;2023;Agricultural;NO2;14.5;13.909742264581515
2023-03-13;2023;3;Spring;2023;Agricultural;NO2;21.20952380952381;20.85490469159004
2023-03-14;2023;3;Spring;2023;Agricultural;NO2;15.014285714285714;14.9724813745889
2023-03-15;2023;3;Spring;2023;Agricultural;NO2;17.3;16.954590912141754
2023-03-16;2023;3;Spring;2023;Agricultural;NO2;16.952380952380953;16.59862239076448
2023-03-17;2023;3;Spring;2023;Agricultural;NO2;23.623809523809523;23.348734814417075
2023-03-18;2023;3;Spring;2023;Agricultural;NO2;31.423809523809524;30.8263692194107
2023-03-19;2023;3;Spring;2023;Agricultural;NO2;21.633333333333333;20.779324115712463
2023-03-20;2023;3;Spring;2023;Agricultural;NO2;20.257142857142856;19.88504597624001
2023-03-21;2023;3;Spring;2023;Agricultural;NO2;26.666666666666668;25.552552184710382
2023-03-22;2023;3;Spring;2023;Agricultural;NO2;30.03333333333333;30.26087321296731
2023-03-23;2023;3;Spring;2023;Agricultural;NO2;25.38571428571429;24.82785421840392
2023-03-24;2023;3;Spring;2023;Agricultural;NO2;16.071428571428573;15.691135311094705
2023-03-25;2023;3;Spring;2023;Agricultural;NO2;13.838095238095235;13.195665816497751
2023-03-26;2023;3;Spring;2023;Agricultural;NO2;13.97142857142857;13.709319417410564
2023-03-27;2023;3;Spring;2023;Agricultural;NO2;12.795238095238094;12.455807436740722
2023-03-28;2023;3;Spring;2023;Agricultural;NO2;20.452380952380956;20.12374152627693
2023-03-29;2023;3;Spring;2023;Agricultural;NO2;23.00952380952381;22.54541076582321
2023-03-30;2023;3;Spring;2023;Agricultural;NO2;24.19047619047619;23.787485737297803
2023-03-31;2023;3;Spring;2023;Agricultural;NO2;24.866666666666667;24.599305322504865
2023-04-01;2023;4;Spring;2023;Agricultural;NO2;20.614285714285717;20.29398617356869
2023-04-02;2023;4;Spring;2023;Agricultural;NO2;16.357142857142858;15.80124672796832
2023-04-03;2023;4;Spring;2023;Agricultural;NO2;17.247619047619047;16.881085978924762
2023-04-04;2023;4;Spring;2023;Agricultural;NO2;11.27142857142857;11.238747566950805
2023-04-05;2023;4;Spring;2023;Agricultural;NO2;17.495238095238093;16.974209678501914
2023-04-06;2023;4;Spring;2023;Agricultural;NO2;23.00952380952381;22.52458218672394
2023-04-07;2023;4;Spring;2023;Agricultural;NO2;27.995238095238093;27.80926404456675
2023-04-08;2023;4;Spring;2023;Agricultural;NO2;18.53809523809524;17.991029599301964
2023-04-09;2023;4;Spring;2023;Agricultural;NO2;11.076190476190476;10.81076078931472
2023-04-10;2023;4;Spring;2023;Agricultural;NO2;12.785714285714286;12.438089804684878
2023-04-11;2023;4;Spring;2023;Agricultural;NO2;18.219047619047625;17.910629908047518
2023-04-12;2023;4;Spring;2023;Agricultural;NO2;17.476190476190474;17.51850291965904
2023-04-13;2023;4;Spring;2023;Agricultural;NO2;12.757142857142856;12.808445197664271
2023-04-14;2023;4;Spring;2023;Agricultural;NO2;14.961904761904762;14.857888113296193
2023-04-15;2023;4;Spring;2023;Agricultural;NO2;13.71904761904762;13.574711390026176
2023-04-16;2023;4;Spring;2023;Agricultural;NO2;12.914285714285716;12.877117591784684
2023-04-17;2023;4;Spring;2023;Agricultural;NO2;21.58095238095238;21.253142828377744
2023-04-18;2023;4;Spring;2023;Agricultural;NO2;21.65714285714286;21.43452580710115
2023-04-19;2023;4;Spring;2023;Agricultural;NO2;17.96666666666667;17.48298879119404
2023-04-20;2023;4;Spring;2023;Agricultural;NO2;10.561904761904762;10.715524531847777
2023-04-21;2023;4;Spring;2023;Agricultural;NO2;13.157142857142858;12.975412779381166
2023-04-22;2023;4;Spring;2023;Agricultural;NO2;16.02857142857143;15.671931002080678
2023-04-23;2023;4;Spring;2023;Agricultural;NO2;15.114285714285714;14.711244043224378
2023-04-24;2023;4;Spring;2023;Agricultural;NO2;9.9;9.881022216256126
2023-04-25;2023;4;Spring;2023;Agricultural;NO2;8.152380952380952;7.986475602389422
2023-04-26;2023;4;Spring;2023;Agricultural;NO2;15.047619047619047;15.026781998791868
2023-04-27;2023;4;Spring;2023;Agricultural;NO2;14.209523809523809;14.201256795758104
2023-04-28;2023;4;Spring;2023;Agricultural;NO2;14.019047619047615;13.849612390093297
2023-04-29;2023;4;Spring;2023;Agricultural;NO2;13.595238095238097;13.494625478220014
2023-04-30;2023;4;Spring;2023;Agricultural;NO2;8.30952380952381;8.297172629035506
2023-05-01;2023;5;Spring;2023;Agricultural;NO2;7.866666666666666;7.79159675145983
2023-05-02;2023;5;Spring;2023;Agricultural;NO2;10.4;10.28461306127928
2023-05-03;2023;5;Spring;2023;Agricultural;NO2;12.547619047619047;12.443862004161351
2023-05-04;2023;5;Spring;2023;Agricultural;NO2;16.847619047619048;16.765586616551445
2023-05-05;2023;5;Spring;2023;Agricultural;NO2;17.847619047619048;17.562275991677293
2023-05-06;2023;5;Spring;2023;Agricultural;NO2;17.985714285714284;17.486482314249276
2023-05-07;2023;5;Spring;2023;Agricultural;NO2;10.866666666666664;10.477350828914693
2023-05-08;2023;5;Spring;2023;Agricultural;NO2;9.528571428571428;9.506731995435937
2023-05-09;2023;5;Spring;2023;Agricultural;NO2;10.20952380952381;10.184963755956776
2023-05-10;2023;5;Spring;2023;Agricultural;NO2;7.938095238095237;8.059836230619505
2023-05-11;2023;5;Spring;2023;Agricultural;NO2;8.347619047619048;8.189180481911539
2023-05-12;2023;5;Spring;2023;Agricultural;NO2;8.842857142857142;8.852176320558426
2023-05-13;2023;5;Spring;2023;Agricultural;NO2;8.876190476190477;8.865287938787837
2023-05-14;2023;5;Spring;2023;Agricultural;NO2;7.009523809523809;6.994110342976039
2023-05-15;2023;5;Spring;2023;Agricultural;NO2;9.185714285714289;8.976528626082287
2023-05-16;2023;5;Spring;2023;Agricultural;NO2;14.88095238095238;14.949226458151552
2023-05-17;2023;5;Spring;2023;Agricultural;NO2;12.571428571428571;12.640130210081212
2023-05-18;2023;5;Spring;2023;Agricultural;NO2;9.857142857142858;9.83039297939459
2023-05-19;2023;5;Spring;2023;Agricultural;NO2;9.714285714285714;9.855461775958116
2023-05-20;2023;5;Spring;2023;Agricultural;NO2;13.633333333333336;13.601026914558023
2023-05-21;2023;5;Spring;2023;Agricultural;NO2;11.095238095238097;11.172399154305658
2023-05-22;2023;5;Spring;2023;Agricultural;NO2;12.566666666666666;12.375239948989863
2023-05-23;2023;5;Spring;2023;Agricultural;NO2;15.757142857142856;15.405196657493793
2023-05-24;2023;5;Spring;2023;Agricultural;NO2;14.7;14.317120276528623
2023-05-25;2023;5;Spring;2023;Agricultural;NO2;10.780952380952382;10.60892341767904
2023-05-26;2023;5;Spring;2023;Agricultural;NO2;14.72857142857143;14.37385227196456
2023-05-27;2023;5;Spring;2023;Agricultural;NO2;15.142857142857142;14.062611584670112
2023-05-28;2023;5;Spring;2023;Agricultural;NO2;17.45714285714286;16.56654809047587
2023-05-29;2023;5;Spring;2023;Agricultural;NO2;21.047619047619047;20.427053829116048
2023-05-30;2023;5;Spring;2023;Agricultural;NO2;20.79047619047619;20.0390747701188
2023-05-31;2023;5;Spring;2023;Agricultural;NO2;13.45714285714286;13.017064903684812
2023-06-01;2023;6;Summer;2023;Agricultural;NO2;20.08095238095238;19.34855359420095
2023-06-02;2023;6;Summer;2023;Agricultural;NO2;19.423809523809524;18.50433082757232
2023-06-03;2023;6;Summer;2023;Agricultural;NO2;11.795238095238094;11.271231290690649
2023-06-04;2023;6;Summer;2023;Agricultural;NO2;11.366666666666664;10.902610913484128
2023-06-05;2023;6;Summer;2023;Agricultural;NO2;11.385714285714286;11.15711960534264
2023-06-06;2023;6;Summer;2023;Agricultural;NO2;10.466666666666669;10.226100745016444
2023-06-07;2023;6;Summer;2023;Agricultural;NO2;16.761904761904763;16.471471239680515
2023-06-08;2023;6;Summer;2023;Agricultural;NO2;21.01904761904762;20.447172629035503
2023-06-09;2023;6;Summer;2023;Agricultural;NO2;19.20952380952381;18.690504396268206
2023-06-10;2023;6;Summer;2023;Agricultural;NO2;17.64761904761905;17.043058258943553
2023-06-11;2023;6;Summer;2023;Agricultural;NO2;14.02857142857143;13.40798040136922
2023-06-12;2023;6;Summer;2023;Agricultural;NO2;13.54285714285714;13.10550372508222
2023-06-13;2023;6;Summer;2023;Agricultural;NO2;10.2;10.078196523256594
2023-06-14;2023;6;Summer;2023;Agricultural;NO2;17.61904761904762;17.196660849721457
2023-06-15;2023;6;Summer;2023;Agricultural;NO2;15.557142857142855;15.365917175649372
2023-06-16;2023;6;Summer;2023;Agricultural;NO2;16.08095238095238;15.512683737163568
2023-06-17;2023;6;Summer;2023;Agricultural;NO2;17.66190476190476;16.627015235921874
2023-06-18;2023;6;Summer;2023;Agricultural;NO2;21.719047619047625;20.44765756091013
2023-06-19;2023;6;Summer;2023;Agricultural;NO2;17.73333333333333;17.019695952748506
2023-06-20;2023;6;Summer;2023;Agricultural;NO2;21.561904761904763;21.372525001677964
2023-06-21;2023;6;Summer;2023;Agricultural;NO2;19.50952380952381;19.156931673266666
2023-06-22;2023;6;Summer;2023;Agricultural;NO2;27.88095238095238;27.279458352909597
2023-06-23;2023;6;Summer;2023;Agricultural;NO2;16.03333333333333;15.544409020739646
2023-06-24;2023;6;Summer;2023;Agricultural;NO2;15.276190476190475;14.658487146788374
2023-06-25;2023;6;Summer;2023;Agricultural;NO2;10.595238095238097;10.21122055171488
2023-06-26;2023;6;Summer;2023;Agricultural;NO2;20.81428571428572;20.13092153835828
2023-06-27;2023;6;Summer;2023;Agricultural;NO2;20.60952380952381;20.098035103027048
2023-06-28;2023;6;Summer;2023;Agricultural;NO2;8.257142857142858;8.217902208201894
2023-06-29;2023;6;Summer;2023;Agricultural;NO2;10.466666666666669;10.345773206255457
2023-06-30;2023;6;Summer;2023;Agricultural;NO2;17.257142857142856;17.24073931136318
2023-07-01;2023;7;Summer;2023;Agricultural;NO2;12.99047619047619;12.291333310960466
2023-07-02;2023;7;Summer;2023;Agricultural;NO2;18.63809523809524;17.769464393583462
2023-07-03;2023;7;Summer;2023;Agricultural;NO2;13.157142857142858;12.61509665078193
2023-07-04;2023;7;Summer;2023;Agricultural;NO2;10.41904761904762;10.11210651721592
2023-07-05;2023;7;Summer;2023;Agricultural;NO2;10.50952380952381;10.14248271696087
2023-07-06;2023;7;Summer;2023;Agricultural;NO2;12.247619047619049;12.087692126988388
2023-07-07;2023;7;Summer;2023;Agricultural;NO2;14.54285714285714;14.322679374454662
2023-07-08;2023;7;Summer;2023;Agricultural;NO2;13.657142857142858;13.392309886569567
2023-07-09;2023;7;Summer;2023;Agricultural;NO2;18.866666666666667;18.231391368548223
2023-07-10;2023;7;Summer;2023;Agricultural;NO2;18.85238095238095;18.29297100476542
2023-07-11;2023;7;Summer;2023;Agricultural;NO2;17.38095238095238;16.840328209946975
2023-07-12;2023;7;Summer;2023;Agricultural;NO2;12.22857142857143;12.0372944492919
2023-07-13;2023;7;Summer;2023;Agricultural;NO2;13.533333333333331;13.084690247667629
2023-07-14;2023;7;Summer;2023;Agricultural;NO2;14.761904761904765;14.818466004429828
2023-07-15;2023;7;Summer;2023;Agricultural;NO2;17.876190476190477;17.578867709242232
2023-07-16;2023;7;Summer;2023;Agricultural;NO2;16.323809523809523;15.939351634337877
2023-07-17;2023;7;Summer;2023;Agricultural;NO2;16.35238095238095;15.902184710383247
