Temporal_scale;Lag_unit;Pipeline;Group;Pollutant;Outcome;Lag;Rho;P_value;N;Interpretation
Weekly;weeks;ModAria;Industrial;PM25;Cardiocirculatory;0;0.2915135273654004;1.6561167939600006e-06;261;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;ModAria;Industrial;PM25;Cardiocirculatory;1;0.31626957975253;2.000090435832117e-07;259;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;ModAria;Industrial;PM25;Cardiocirculatory;2;0.3363801540311346;3.2347667084862176e-08;257;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;ModAria;Industrial;PM25;Cardiocirculatory;3;0.2697621873223652;1.2548221460323925e-05;255;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;ModAria;Industrial;PM25;Cardiocirculatory;4;0.2514555834391927;5.231779824243429e-05;253;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;ModAria;Agricultural;NO2;Respiratory;0;0.1391137063210255;0.0246015130994465;261;"very weak positive association; statistically significant at p < 0.05"
Weekly;weeks;ModAria;Agricultural;NO2;Respiratory;1;0.1458230773614587;0.0188738384859367;259;"very weak positive association; statistically significant at p < 0.05"
Weekly;weeks;ModAria;Agricultural;NO2;Respiratory;2;0.1450757126077849;0.019979858923721;257;"very weak positive association; statistically significant at p < 0.05"
Weekly;weeks;ModAria;Agricultural;NO2;Respiratory;3;0.1462847732310103;0.0194345170931616;255;"very weak positive association; statistically significant at p < 0.05"
Weekly;weeks;ModAria;Agricultural;NO2;Respiratory;4;0.1524268911155317;0.0152373164002101;253;"very weak positive association; statistically significant at p < 0.05"
Weekly;weeks;ModAria;Agricultural;NO2;Cardiocirculatory;0;0.1160078906936718;0.0612768371031455;261;"very weak positive association; not statistically significant"
Weekly;weeks;ModAria;Agricultural;NO2;Cardiocirculatory;1;0.1096734159276181;0.0781018378599683;259;"very weak positive association; not statistically significant"
Weekly;weeks;ModAria;Agricultural;NO2;Cardiocirculatory;2;0.1064314886121237;0.0886150874738442;257;"very weak positive association; not statistically significant"
Weekly;weeks;ModAria;Agricultural;NO2;Cardiocirculatory;3;0.037610928560956;0.5499339006459444;255;"very weak positive association; not statistically significant"
Weekly;weeks;ModAria;Agricultural;NO2;Cardiocirculatory;4;0.0525285867109592;0.4054341240869183;253;"very weak positive association; not statistically significant"
Weekly;weeks;ModAria;Agricultural;PM25;Respiratory;0;0.1303957628117288;0.0352483086816158;261;"very weak positive association; statistically significant at p < 0.05"
Weekly;weeks;ModAria;Agricultural;PM25;Respiratory;1;0.1603974043709501;0.0097201717511502;259;"very weak positive association; statistically significant at p < 0.05"
Weekly;weeks;ModAria;Agricultural;PM25;Respiratory;2;0.1599636327085322;0.0102148030722852;257;"very weak positive association; statistically significant at p < 0.05"
Weekly;weeks;ModAria;Agricultural;PM25;Respiratory;3;0.1136987729014806;0.0698957407535801;255;"very weak positive association; not statistically significant"
Weekly;weeks;ModAria;Agricultural;PM25;Respiratory;4;0.1691405708554889;0.0070076944190773;253;"very weak positive association; statistically significant at p < 0.05"
Weekly;weeks;ModAria;Agricultural;PM25;Cardiocirculatory;0;0.112523809399529;0.0695361463519214;261;"very weak positive association; not statistically significant"
Weekly;weeks;ModAria;Agricultural;PM25;Cardiocirculatory;1;0.1094582189772425;0.0786914542071357;259;"very weak positive association; not statistically significant"
Weekly;weeks;ModAria;Agricultural;PM25;Cardiocirculatory;2;-0.0022651842874915;0.971173364377216;257;"very weak negative association; not statistically significant"
Weekly;weeks;ModAria;Agricultural;PM25;Cardiocirculatory;3;0.0038144054976944;0.9516681117388468;255;"very weak positive association; not statistically significant"
Weekly;weeks;ModAria;Agricultural;PM25;Cardiocirculatory;4;0.0787326599857267;0.2120103937322065;253;"very weak positive association; not statistically significant"
